,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
3168,25-29,2,Married,40-49,3,Associate Degree,7,private,Sales,White alone,Male,low
10984,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
4078,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",White alone,Male,low
3268,Younger than 25,1,Married,20-39,2,"Started College, No Diploma",6,private,Entertainment,White alone,Female,low
21034,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
10400,40-49,4,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
8563,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,Black or African American alone,Male,low
2051,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
21701,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Office/Administrative Support,White alone,Female,low
18514,40-49,4,Married,Less than 20,1,Doctorate Degree,10,private,Counseling/Mental Health Services,Black or African American alone,Male,low
10833,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,Other,Male,low
2231,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Male,low
5145,30-39,3,Never married,More than 50,4,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,low
13184,30-39,3,Married,40-49,3,Associate Degree,7,self employed,Healthcare/Medical Services,White alone,Female,low
13204,40-49,4,Separated,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,high
5420,40-49,4,Separated,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,low
5808,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,self employed,Sales,White alone,Male,low
11892,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Sales,White alone,Female,low
22069,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
15669,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Male,high
11958,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Male,high
4595,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
6266,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
5229,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
10075,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
1852,50-59,5,Separated,More than 50,4,Associate Degree,7,private,Management/Business,Black or African American alone,Male,high
13646,50-59,5,Married,20-39,2,Bachelor Degree,8,private,Service/Hospitality,White alone,Female,low
7339,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,Black or African American alone,Female,low
11932,30-39,3,Separated,More than 50,4,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,high
8074,60-69,6,Separated,More than 50,4,"Started College, No Diploma",6,self employed,Entertainment,White alone,Male,high
21949,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Female,low
7345,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Other,Male,low
5378,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,Black or African American alone,Female,low
4582,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
16728,60-69,6,Married,20-39,2,High School or GED Diploma,5,governmental,Transport,White alone,Female,low
6638,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
11751,40-49,4,Separated,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,high
12752,40-49,4,Never married,40-49,3,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Female,low
7958,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
15137,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,self employed,Construction/Extraction,White alone,Male,low
6897,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Female,low
22139,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Transport,Other,Female,low
16611,60-69,6,Married,More than 50,4,Middle School,3,self employed,Construction/Extraction,White alone,Male,low
19075,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
17958,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Healthcare/Medical Services,White alone,Female,high
21768,60-69,6,Separated,40-49,3,Associate Degree,7,governmental,Finance/Accounting,White alone,Female,low
13079,30-39,3,Married,Less than 20,1,"Started College, No Diploma",6,private,Transport,White alone,Female,low
21411,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
18123,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
9288,40-49,4,Married,Less than 20,1,"Started College, No Diploma",6,private,Counseling/Mental Health Services,White alone,Female,low
13642,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
17669,60-69,6,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
5732,50-59,5,Married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Healthcare/Medical Services,White alone,Female,high
15712,50-59,5,Never married,More than 50,4,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
8705,40-49,4,Separated,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
20447,Older than 70,7,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,White alone,Female,low
11613,25-29,2,Never married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,Black or African American alone,Female,low
22162,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
2985,Younger than 25,1,Never married,More than 50,4,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Female,low
17696,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
19052,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Male,high
8158,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
9399,50-59,5,Separated,Less than 20,1,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
2867,50-59,5,Married,Less than 20,1,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,Black or African American alone,Male,low
4038,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,high
15939,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
5978,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,Education,White alone,Male,low
8314,Older than 70,7,Married,Less than 20,1,Bachelor Degree,8,private,Management/Business,White alone,Female,low
19237,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Other,Male,low
4037,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
6308,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Female,low
1083,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
7709,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Sales,Black or African American alone,Female,low
8392,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Management/Business,White alone,Female,low
16014,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
6323,50-59,5,Married,Less than 20,1,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
3434,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,high
6773,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
20746,60-69,6,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Male,low
1734,60-69,6,Married,40-49,3,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,high
12728,30-39,3,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Male,low
19191,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Male,high
1806,50-59,5,Separated,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",Other,Male,high
12803,40-49,4,Never married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
21836,30-39,3,Never married,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Male,low
13172,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
11373,30-39,3,Separated,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
20341,25-29,2,Never married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Female,low
12890,Older than 70,7,Married,40-49,3,Middle School,3,private,Production/Assembly,White alone,Male,low
18781,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,high
15256,25-29,2,Never married,More than 50,4,Bachelor Degree,8,self employed,Sales,Other,Male,low
560,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
6618,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Protective Services,White alone,Male,high
20712,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
8536,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
17279,30-39,3,Never married,40-49,3,Associate Degree,7,private,Protective Services,Black or African American alone,Female,low
4728,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Male,low
30,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,White alone,Female,low
6926,30-39,3,Never married,Less than 20,1,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
5384,50-59,5,Separated,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Male,low
10242,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
11475,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
17947,50-59,5,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
5716,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,self employed,Construction/Extraction,White alone,Male,low
12851,Younger than 25,1,Never married,More than 50,4,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
8319,60-69,6,Married,40-49,3,Bachelor Degree,8,governmental,Management/Business,Black or African American alone,Female,low
